ip;port;czas
172.15.0.34;32008;2,7
172.15.0.34;32010;9,5
172.15.0.34;32003;1
212.14.30.3;32009;2,5
212.14.30.3;32003;8,4
172.15.0.34;32009;4,5
200.0.1.34;32003;1,3
212.14.30.3;32003;4,3
200.0.1.34;32010;9,4
192.168.0.7;32008;9,6
172.15.0.34;32004;1,2
200.0.1.34;32004;6,7
172.15.0.34;32002;8
212.14.30.3;32007;8,3
200.0.1.34;32003;9,5
192.168.0.7;32004;7,7
172.15.0.34;32003;1,2
212.14.30.3;32008;3,6
200.0.1.34;32009;7,4
172.15.0.34;32000;9,3
212.14.30.3;32010;4,2
212.14.30.3;32001;4,9
212.14.30.3;32009;3
192.168.0.7;32001;6,5
192.168.0.7;32005;9,3
192.168.0.7;32010;0,4
200.0.1.34;32005;8,8
212.14.30.3;32009;4
212.14.30.3;32002;0,9
200.0.1.34;32007;9,9
192.168.0.7;32005;8,6
192.168.0.7;32008;3,6
172.15.0.34;32007;3,1
172.15.0.34;32000;3,3
212.14.30.3;32005;6,8
212.14.30.3;32007;2,7
192.168.0.7;32003;0,5
212.14.30.3;32008;5,4
212.14.30.3;32008;2,8
212.14.30.3;32009;4,8
200.0.1.34;32009;5,1
200.0.1.34;32007;7,2
212.14.30.3;32001;2,8
192.168.0.7;32005;0,6
200.0.1.34;32001;8,9
212.14.30.3;32001;1,7
200.0.1.34;32003;3,6
172.15.0.34;32008;5,6
212.14.30.3;32003;4,8
200.0.1.34;32000;2,4
212.14.30.3;32002;9,5
172.15.0.34;32000;9,6
200.0.1.34;32007;9,9
192.168.0.7;32004;6,8
172.15.0.34;32000;4,1
200.0.1.34;32006;0,5
192.168.0.7;32000;3,2
172.15.0.34;32010;6,1
200.0.1.34;32003;5,8
200.0.1.34;32010;3,4
212.14.30.3;32000;1,3
200.0.1.34;32000;6,5
192.168.0.7;32003;1,9
172.15.0.34;32003;0,6
192.168.0.7;32007;1,4
172.15.0.34;32007;7,6
200.0.1.34;32001;7,3
172.15.0.34;32006;1,4
172.15.0.34;32003;2,7
200.0.1.34;32003;1,7
212.14.30.3;32006;8,6
172.15.0.34;32002;3
212.14.30.3;32003;1,3
212.14.30.3;32001;0,3
192.168.0.7;32008;2,3
172.15.0.34;32009;2
200.0.1.34;32002;7
172.15.0.34;32001;0,9
212.14.30.3;32007;9,7
192.168.0.7;32006;2,1
192.168.0.7;32002;5,5
212.14.30.3;32004;2,4
172.15.0.34;32003;6,8
212.14.30.3;32003;4,2
212.14.30.3;32010;9,3
172.15.0.34;32001;8,1
172.15.0.34;32009;8,3
212.14.30.3;32010;5,6
192.168.0.7;32003;9,4
200.0.1.34;32007;1,8
212.14.30.3;32001;9,9
172.15.0.34;32007;8,5
192.168.0.7;32007;2,2
200.0.1.34;32010;4,9
172.15.0.34;32006;2,4
172.15.0.34;32010;5,2
192.168.0.7;32003;2,4
192.168.0.7;32000;0,5
200.0.1.34;32006;9,7
192.168.0.7;32010;9,9
212.14.30.3;32001;0,7
192.168.0.7;32003;2
200.0.1.34;32006;9,4
172.15.0.34;32009;2,5
200.0.1.34;32006;3,4
192.168.0.7;32007;6
172.15.0.34;32004;4,8
212.14.30.3;32008;9,2
200.0.1.34;32002;8,9
212.14.30.3;32009;4,5
200.0.1.34;32009;8,8
200.0.1.34;32002;5,5
172.15.0.34;32006;7,2
200.0.1.34;32003;4,6
172.15.0.34;32004;8,9
212.14.30.3;32008;8,2
212.14.30.3;32001;5,3
172.15.0.34;32001;5,7
200.0.1.34;32007;10
200.0.1.34;32002;2,9
192.168.0.7;32007;8,7
200.0.1.34;32007;6,7
212.14.30.3;32003;4,3
200.0.1.34;32009;1,3
172.15.0.34;32004;9,2
212.14.30.3;32006;3,5
200.0.1.34;32004;8,2
200.0.1.34;32009;2,7
192.168.0.7;32002;9,8
192.168.0.7;32006;3,8
172.15.0.34;32004;2,6
212.14.30.3;32001;8
200.0.1.34;32003;1,5
212.14.30.3;32005;1,1
172.15.0.34;32006;7,7
192.168.0.7;32004;6
172.15.0.34;32002;2,3
172.15.0.34;32008;0,7
192.168.0.7;32006;7,7
212.14.30.3;32002;3,1
200.0.1.34;32002;3
192.168.0.7;32009;6,2
192.168.0.7;32010;4,1
212.14.30.3;32009;6,2
200.0.1.34;32009;2,6
200.0.1.34;32007;8,4
212.14.30.3;32000;2,3
192.168.0.7;32002;3,3
212.14.30.3;32007;1,2
212.14.30.3;32002;5,3
200.0.1.34;32004;6,3
200.0.1.34;32004;6,4
212.14.30.3;32007;6,1
212.14.30.3;32001;4,4
200.0.1.34;32004;8,8
212.14.30.3;32009;9,1
192.168.0.7;32003;8,5
212.14.30.3;32006;1,9
172.15.0.34;32003;6,1
192.168.0.7;32009;2,5
212.14.30.3;32007;5,2
172.15.0.34;32010;9,7
200.0.1.34;32007;0,9
192.168.0.7;32005;4,9
212.14.30.3;32007;1,5
212.14.30.3;32008;7,4
172.15.0.34;32002;4,1
192.168.0.7;32005;9
212.14.30.3;32007;2,9
200.0.1.34;32007;5,3
192.168.0.7;32004;2,2
212.14.30.3;32001;6,5
200.0.1.34;32007;3,6
192.168.0.7;32007;7,5
172.15.0.34;32007;5
192.168.0.7;32005;7,9
172.15.0.34;32001;9,8
192.168.0.7;32004;0,3
192.168.0.7;32004;4,4
172.15.0.34;32005;1,1
172.15.0.34;32008;1,4
172.15.0.34;32006;3
200.0.1.34;32000;6,4
200.0.1.34;32007;9
172.15.0.34;32004;7,9
212.14.30.3;32005;2,4
212.14.30.3;32005;7
192.168.0.7;32001;5
200.0.1.34;32000;2
200.0.1.34;32004;4,8
212.14.30.3;32010;6,4
192.168.0.7;32006;1,4
172.15.0.34;32004;1,6
172.15.0.34;32003;5,8
212.14.30.3;32000;0,4
192.168.0.7;32006;0,6
192.168.0.7;32004;6,1
200.0.1.34;32010;0,1
172.15.0.34;32007;3,8
192.168.0.7;32000;7,3
212.14.30.3;32009;6,6
200.0.1.34;32006;4,3
200.0.1.34;32003;2,4
200.0.1.34;32001;6,5
192.168.0.7;32003;4,5
192.168.0.7;32004;2,7
212.14.30.3;32001;7,9
192.168.0.7;32009;9,6
200.0.1.34;32002;5,2
212.14.30.3;32010;5
200.0.1.34;32002;6,3
172.15.0.34;32003;9,4
200.0.1.34;32005;3,1
212.14.30.3;32006;3,5
192.168.0.7;32005;3,9
200.0.1.34;32008;5,9
200.0.1.34;32001;6,2
172.15.0.34;32003;0,8
212.14.30.3;32005;9,1
192.168.0.7;32006;3,7
172.15.0.34;32004;1,1
200.0.1.34;32004;8,2
212.14.30.3;32005;7
172.15.0.34;32005;9,6
192.168.0.7;32008;4,2
200.0.1.34;32010;10
212.14.30.3;32003;2,8
192.168.0.7;32010;7,2
172.15.0.34;32001;5,7
172.15.0.34;32002;8,8
200.0.1.34;32004;5,6
192.168.0.7;32002;9,9
192.168.0.7;32004;5
200.0.1.34;32002;5,6
200.0.1.34;32002;2,5
200.0.1.34;32010;6,7
172.15.0.34;32000;1,1
212.14.30.3;32004;8
212.14.30.3;32000;2
172.15.0.34;32009;8,2
192.168.0.7;32000;3,4
192.168.0.7;32005;8,1
212.14.30.3;32003;9,9
200.0.1.34;32007;8,5
212.14.30.3;32001;1,4
212.14.30.3;32003;1,7
192.168.0.7;32008;9
200.0.1.34;32008;1,5
200.0.1.34;32003;3,7
212.14.30.3;32005;10
200.0.1.34;32009;8,5
212.14.30.3;32005;5,1
200.0.1.34;32006;9,4
192.168.0.7;32010;3
200.0.1.34;32004;0,9
200.0.1.34;32007;7,9
192.168.0.7;32010;5,8
172.15.0.34;32003;6,5
192.168.0.7;32006;6,6
200.0.1.34;32005;2,6
200.0.1.34;32007;9,8
192.168.0.7;32001;6
192.168.0.7;32001;6,8
172.15.0.34;32002;5,6
200.0.1.34;32003;1
212.14.30.3;32009;7,6
172.15.0.34;32010;5,9
212.14.30.3;32002;4
200.0.1.34;32008;2,4
200.0.1.34;32002;4,9
200.0.1.34;32001;1,5
192.168.0.7;32001;0,1
192.168.0.7;32003;9,4
212.14.30.3;32001;8,1
192.168.0.7;32003;0,2
192.168.0.7;32007;5,9
200.0.1.34;32009;8,5
172.15.0.34;32000;3
212.14.30.3;32008;7,9
212.14.30.3;32001;9,7
200.0.1.34;32010;8,6
212.14.30.3;32007;2,5
172.15.0.34;32010;1,8
212.14.30.3;32006;0,4
200.0.1.34;32008;3,8
212.14.30.3;32000;2,3
172.15.0.34;32009;6,3
172.15.0.34;32008;3,5
212.14.30.3;32010;5,3
192.168.0.7;32010;3,3
172.15.0.34;32004;3,2
200.0.1.34;32000;6,8
200.0.1.34;32005;8,3
212.14.30.3;32010;6,6
200.0.1.34;32010;7,1
200.0.1.34;32010;6,1
200.0.1.34;32009;5,1
212.14.30.3;32003;6,8
200.0.1.34;32002;7,9
200.0.1.34;32008;1,9
172.15.0.34;32003;6,1
200.0.1.34;32009;4,2
192.168.0.7;32003;1,5
200.0.1.34;32009;7,7
200.0.1.34;32008;3,3
200.0.1.34;32000;8,4
192.168.0.7;32001;9,9
192.168.0.7;32008;2,1
192.168.0.7;32001;5
172.15.0.34;32004;7,6
172.15.0.34;32003;6,3
212.14.30.3;32000;9,5
172.15.0.34;32007;6,7
192.168.0.7;32000;1,8
172.15.0.34;32009;5,7
212.14.30.3;32000;1,9
172.15.0.34;32001;10
200.0.1.34;32004;6,3
172.15.0.34;32004;1,6
172.15.0.34;32009;7,6
192.168.0.7;32008;6,5
172.15.0.34;32008;3,8
192.168.0.7;32002;6,6
172.15.0.34;32009;7,9
212.14.30.3;32002;3,3
192.168.0.7;32003;2,5
172.15.0.34;32005;0,8
212.14.30.3;32003;2,2
200.0.1.34;32001;8,2
172.15.0.34;32008;5,5
192.168.0.7;32001;5
172.15.0.34;32000;5,4
212.14.30.3;32004;5,9
200.0.1.34;32009;3,7
212.14.30.3;32000;1,9
172.15.0.34;32003;8,4
200.0.1.34;32006;1,6
192.168.0.7;32005;9,7
172.15.0.34;32004;2,4
200.0.1.34;32004;9
172.15.0.34;32009;6,1
212.14.30.3;32005;2,8
192.168.0.7;32002;0,9
212.14.30.3;32007;4,3
212.14.30.3;32008;8,9
172.15.0.34;32004;6,4
212.14.30.3;32001;8
192.168.0.7;32010;1,8
212.14.30.3;32003;0,8
212.14.30.3;32010;1,4
200.0.1.34;32006;9,2
172.15.0.34;32001;4,3
172.15.0.34;32003;7,1
212.14.30.3;32006;2,5
200.0.1.34;32009;2,5
200.0.1.34;32009;9
172.15.0.34;32006;5,9
192.168.0.7;32010;1,8
200.0.1.34;32003;6,2
212.14.30.3;32000;0,5
192.168.0.7;32010;1,9
212.14.30.3;32001;5,9
212.14.30.3;32003;5,9
192.168.0.7;32001;4
172.15.0.34;32008;2,1
172.15.0.34;32001;3,5
172.15.0.34;32006;0,5
192.168.0.7;32001;5,1
192.168.0.7;32005;6,5
192.168.0.7;32009;9,2
192.168.0.7;32008;4,4
200.0.1.34;32003;1,6
172.15.0.34;32004;0,8
200.0.1.34;32000;2,2
172.15.0.34;32005;3
212.14.30.3;32000;9,7
200.0.1.34;32010;4,3
200.0.1.34;32002;9,6
172.15.0.34;32006;9
192.168.0.7;32002;6
172.15.0.34;32005;3,9
200.0.1.34;32009;4,8
172.15.0.34;32010;4,6
192.168.0.7;32000;3
192.168.0.7;32004;6,4
200.0.1.34;32007;6,4
192.168.0.7;32005;0,3
172.15.0.34;32007;3,7
212.14.30.3;32004;7,6
192.168.0.7;32001;8,4
192.168.0.7;32002;4
192.168.0.7;32008;5,9
192.168.0.7;32001;7,4
200.0.1.34;32002;2,6
172.15.0.34;32003;2,2
212.14.30.3;32004;1,8
192.168.0.7;32010;0,7
212.14.30.3;32006;3,5
200.0.1.34;32009;0,2
192.168.0.7;32002;5,4
172.15.0.34;32003;8,7
200.0.1.34;32008;8,6
172.15.0.34;32001;4,8
212.14.30.3;32004;6,7
200.0.1.34;32004;6,2
200.0.1.34;32008;1,5
212.14.30.3;32004;5,5
192.168.0.7;32000;7,5
172.15.0.34;32008;8,8
200.0.1.34;32006;7,1
212.14.30.3;32003;0,8
200.0.1.34;32009;7,9
212.14.30.3;32000;4,9
192.168.0.7;32008;5,1
212.14.30.3;32002;7
172.15.0.34;32008;3,2
212.14.30.3;32004;1,4
192.168.0.7;32000;7,4
